id,keywords
167,"[{'id': 642, 'name': 'robbery'}, {'id': 1566, 'name': 'dream'}, {'id': 3363, 'name': 'hypnosis'}, {'id': 5340, 'name': 'investigation'}, {'id': 9826, 'name': 'murder'}, {'id': 9951, 'name': 'alien'}, {'id': 11612, 'name': 'hospital'}, {'id': 13194, 'name': 'planet'}, {'id': 14781, 'name': 'patient'}, {'id': 14784, 'name': 'medication'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 156810, 'name': 'science'}, {'id': 180241, 'name': 'claim'}, {'id': 184130, 'name': 'doubt'}, {'id': 199214, 'name': 'mental'}, {'id': 202735, 'name': 'help'}]"
172,"[{'id': 503, 'name': 'federation'}, {'id': 505, 'name': 'starfleet'}, {'id': 665, 'name': 'uss enterprise-a'}, {'id': 748, 'name': 'sha-ka-ree'}, {'id': 963, 'name': 'loss of brother'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1562, 'name': 'hostage'}, {'id': 5362, 'name': 'liberation of hostage'}, {'id': 12388, 'name': 'romulans'}, {'id': 155211, 'name': 'klingon'}, {'id': 155212, 'name': 'vulcan'}, {'id': 161176, 'name': 'space opera'}]"
198,"[{'id': 128, 'name': 'love triangle'}, {'id': 212, 'name': 'london england'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2435, 'name': 'warsaw ghetto'}, {'id': 2436, 'name': 'polish resistance'}, {'id': 2444, 'name': 'jewish ghetto'}, {'id': 2652, 'name': 'nazis'}, {'id': 3800, 'name': 'airplane'}, {'id': 4679, 'name': 'parachuting'}, {'id': 11065, 'name': 'funny nazi'}, {'id': 11109, 'name': 'military officer'}, {'id': 11134, 'name': 'espionage'}]"
227,"[{'id': 542, 'name': 'street gang'}, {'id': 6272, 'name': ""children's home""}, {'id': 10683, 'name': 'coming of age'}, {'id': 10726, 'name': 'gang'}, {'id': 14857, 'name': 'juvenile delinquent'}, {'id': 223438, 'name': 'based on young adult novel'}]"
228,"[{'id': 1992, 'name': 'professor'}, {'id': 5319, 'name': 'pub'}, {'id': 6027, 'name': 'music'}, {'id': 10644, 'name': 'melodrama'}, {'id': 190475, 'name': 'german expressionism'}, {'id': 214452, 'name': 'traveling circus'}]"
237,"[{'id': 30, 'name': 'individual'}, {'id': 388, 'name': 'scotland'}, {'id': 596, 'name': 'adultery'}, {'id': 892, 'name': 'glasgow'}, {'id': 1261, 'name': 'river'}, {'id': 1422, 'name': 'boat'}, {'id': 3012, 'name': 'court case'}, {'id': 3737, 'name': 'dying and death'}, {'id': 10818, 'name': 'author'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 34094, 'name': 'extramarital affair'}]"
238,"[{'id': 131, 'name': 'italy'}, {'id': 699, 'name': 'love at first sight'}, {'id': 1872, 'name': 'loss of father'}, {'id': 4677, 'name': 'patriarch'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10391, 'name': 'mafia'}, {'id': 10909, 'name': 'lawyer'}, {'id': 11590, 'name': 'italian american'}, {'id': 33421, 'name': 'crime family'}, {'id': 165725, 'name': 'rise to power'}, {'id': 166462, 'name': 'mob boss'}, {'id': 207883, 'name': '1940s'}]"
240,"[{'id': 700, 'name': 'italo-american'}, {'id': 701, 'name': 'cuba'}, {'id': 1950, 'name': 'vororte'}, {'id': 4232, 'name': 'melancholy'}, {'id': 6049, 'name': 'praise'}, {'id': 9748, 'name': 'revenge'}, {'id': 10391, 'name': 'mafia'}, {'id': 10909, 'name': 'lawyer'}, {'id': 11221, 'name': 'blood'}, {'id': 156024, 'name': 'corrupt politician'}, {'id': 158261, 'name': 'bloody body of child'}, {'id': 187788, 'name': 'man punches woman'}]"
242,"[{'id': 131, 'name': 'italy'}, {'id': 186, 'name': 'christianity'}, {'id': 242, 'name': 'new york'}, {'id': 441, 'name': 'assassination'}, {'id': 700, 'name': 'italo-american'}, {'id': 716, 'name': 'vatican'}, {'id': 717, 'name': 'pope'}, {'id': 718, 'name': 'confession'}, {'id': 720, 'name': 'helicopter'}, {'id': 5600, 'name': 'daughter'}, {'id': 10909, 'name': 'lawyer'}]"
257,"[{'id': 212, 'name': 'london england'}, {'id': 516, 'name': 'child abuse'}, {'id': 542, 'name': 'street gang'}, {'id': 708, 'name': 'runaway'}, {'id': 714, 'name': 'child labour'}, {'id': 6272, 'name': ""children's home""}, {'id': 6783, 'name': 'orphanage'}, {'id': 9727, 'name': 'thief'}, {'id': 14819, 'name': 'violence'}, {'id': 46958, 'name': 'good and bad'}, {'id': 208349, 'name': 'child'}]"
261,"[{'id': 30, 'name': 'individual'}, {'id': 236, 'name': 'suicide'}, {'id': 531, 'name': 'southern usa'}, {'id': 596, 'name': 'adultery'}, {'id': 787, 'name': 'mississippi'}, {'id': 894, 'name': 'depression'}, {'id': 931, 'name': 'jealousy'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 3737, 'name': 'dying and death'}, {'id': 33457, 'name': 'alcoholic'}]"
268,"[{'id': 848, 'name': 'double life'}, {'id': 849, 'name': 'dc comics'}, {'id': 851, 'name': 'dual identity'}, {'id': 852, 'name': 'chemical'}, {'id': 853, 'name': 'crime fighter'}, {'id': 855, 'name': 'fictional place'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9715, 'name': 'superhero'}, {'id': 163455, 'name': 'super powers'}]"
271,"[{'id': 708, 'name': 'runaway'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1621, 'name': 'robber'}, {'id': 3098, 'name': 'castle'}, {'id': 5600, 'name': 'daughter'}, {'id': 5774, 'name': 'forest'}, {'id': 6054, 'name': 'friendship'}, {'id': 6062, 'name': 'hostility'}, {'id': 6187, 'name': 'fairy-tale figure'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 208349, 'name': 'child'}]"
272,"[{'id': 486, 'name': 'himalaya'}, {'id': 779, 'name': 'martial arts'}, {'id': 849, 'name': 'dc comics'}, {'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1568, 'name': 'undercover'}, {'id': 1701, 'name': 'hero'}, {'id': 1872, 'name': 'loss of father'}, {'id': 3679, 'name': 'society'}, {'id': 6969, 'name': 'gotham city'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10278, 'name': 'ninja'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 14536, 'name': 'crime'}, {'id': 163455, 'name': 'super powers'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 179095, 'name': 'evil doctor'}, {'id': 187710, 'name': 'escapade'}, {'id': 206694, 'name': 'master villain'}, {'id': 206700, 'name': 'fighting crime'}, {'id': 206709, 'name': 'unfulfillment'}, {'id': 206715, 'name': 'love and romance'}, {'id': 206716, 'name': 'unfulfilled love'}]"
284,"[{'id': 242, 'name': 'new york'}, {'id': 613, 'name': ""new year's eve""}, {'id': 725, 'name': 'lovesickness'}, {'id': 965, 'name': 'age difference'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1438, 'name': 'office'}, {'id': 1439, 'name': 'flat'}, {'id': 1440, 'name': 'spaghetti'}, {'id': 1441, 'name': 'christmas party'}, {'id': 1442, 'name': 'winter'}, {'id': 1443, 'name': 'clerk'}, {'id': 1487, 'name': 'tennis racket'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 34094, 'name': 'extramarital affair'}]"
285,"[{'id': 270, 'name': 'ocean'}, {'id': 726, 'name': 'drug abuse'}, {'id': 911, 'name': 'exotic island'}, {'id': 1319, 'name': 'east india trading company'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2052, 'name': 'traitor'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 2660, 'name': 'strong woman'}, {'id': 3799, 'name': 'ship'}, {'id': 5740, 'name': 'alliance'}, {'id': 5941, 'name': 'calypso'}, {'id': 6155, 'name': 'afterlife'}, {'id': 6211, 'name': 'fighter'}, {'id': 12988, 'name': 'pirate'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
292,"[{'id': 577, 'name': 'black people'}, {'id': 898, 'name': 'hip-hop'}, {'id': 1515, 'name': 'block party'}, {'id': 1516, 'name': 'megaphone'}, {'id': 1517, 'name': 'classroom'}, {'id': 1673, 'name': 'brass band'}, {'id': 1674, 'name': 'stage'}]"
297,"[{'id': 314, 'name': 'life and death'}, {'id': 699, 'name': 'love at first sight'}, {'id': 978, 'name': 'broken engagement'}, {'id': 2407, 'name': 'fireworks'}, {'id': 3684, 'name': 'religion and supernatural'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 10855, 'name': 'fate'}, {'id': 13005, 'name': 'doctor'}, {'id': 33626, 'name': 'millionaire'}]"
317,"[{'id': 570, 'name': 'rape'}, {'id': 894, 'name': 'depression'}, {'id': 1327, 'name': 'war crimes'}, {'id': 1335, 'name': 'sense of guilt'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1660, 'name': 'suppressed past'}, {'id': 1661, 'name': 'sarajevo'}, {'id': 1662, 'name': 'bosnia and herzegovina'}, {'id': 6145, 'name': 'right and justice'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 187056, 'name': 'woman director'}]"
327,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 441, 'name': 'assassination'}, {'id': 1463, 'name': 'culture clash'}, {'id': 1601, 'name': 'war on drugs'}, {'id': 1794, 'name': 'yakuza'}, {'id': 1796, 'name': 'sake'}, {'id': 1797, 'name': 'loyalty'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 9016, 'name': 'femme fatale'}, {'id': 12670, 'name': 'los angeles'}]"
334,"[{'id': 455, 'name': 'farewell'}, {'id': 802, 'name': 'regret'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1872, 'name': 'loss of father'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3817, 'name': 'chance'}, {'id': 5561, 'name': 'child prodigy'}, {'id': 5600, 'name': 'daughter'}, {'id': 6059, 'name': 'unsociability'}, {'id': 163976, 'name': 'reconciliation'}]"
364,"[{'id': 65, 'name': 'holiday'}, {'id': 417, 'name': 'corruption'}, {'id': 848, 'name': 'double life'}, {'id': 849, 'name': 'dc comics'}, {'id': 853, 'name': 'crime fighter'}, {'id': 3298, 'name': 'hallucination'}, {'id': 5570, 'name': 'christmas tree'}, {'id': 6969, 'name': 'gotham city'}, {'id': 7002, 'name': 'vigilante'}, {'id': 9715, 'name': 'superhero'}, {'id': 14819, 'name': 'violence'}, {'id': 15002, 'name': 'dark hero'}, {'id': 15481, 'name': 'fictional city'}, {'id': 163074, 'name': 'super villain'}, {'id': 163455, 'name': 'super powers'}, {'id': 173861, 'name': 'deformed'}, {'id': 173866, 'name': 'bird cage'}, {'id': 173867, 'name': 'evil circus'}, {'id': 214644, 'name': 'christmas holiday'}]"
380,"[{'id': 30, 'name': 'individual'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 1646, 'name': 'autism'}, {'id': 1872, 'name': 'loss of father'}, {'id': 1873, 'name': 'yuppie'}, {'id': 1874, 'name': 'car dealer'}, {'id': 1906, 'name': 'egocentrism'}, {'id': 9935, 'name': 'travel'}, {'id': 11428, 'name': 'convertible'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 214965, 'name': 'savant'}]"
388,"[{'id': 1929, 'name': 'bank manager'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 1933, 'name': 'nazi background'}, {'id': 1937, 'name': 'document'}, {'id': 1954, 'name': 'ultimatum'}, {'id': 3012, 'name': 'court case'}, {'id': 10051, 'name': 'heist'}, {'id': 33672, 'name': 'financial transactions'}]"
389,"[{'id': 934, 'name': 'judge'}, {'id': 1417, 'name': 'jurors'}, {'id': 2118, 'name': 'sultriness'}, {'id': 2122, 'name': 'death penalty'}, {'id': 2123, 'name': 'father murder'}, {'id': 2124, 'name': 'puerto rican'}, {'id': 2142, 'name': 'anonymity'}, {'id': 3012, 'name': 'court case'}, {'id': 3772, 'name': 'heat'}, {'id': 6040, 'name': 'group'}, {'id': 6069, 'name': 'class'}, {'id': 6139, 'name': 'innocence'}, {'id': 6148, 'name': 'court'}, {'id': 33519, 'name': 'courtroom'}]"
397,"[{'id': 90, 'name': 'paris'}, {'id': 822, 'name': 'airport'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 2519, 'name': 'canadian'}, {'id': 2599, 'name': 'necklace'}, {'id': 4544, 'name': 'fear of flying'}, {'id': 5011, 'name': 'deal'}, {'id': 5334, 'name': 'vineyard'}, {'id': 6212, 'name': 'smuggling'}]"
398,"[{'id': 237, 'name': 'gay'}, {'id': 476, 'name': 'self-fulfilling prophecy'}, {'id': 818, 'name': 'based on novel'}, {'id': 917, 'name': 'journalism'}, {'id': 1284, 'name': 'identity'}, {'id': 1566, 'name': 'dream'}, {'id': 1948, 'name': 'literature research'}, {'id': 2132, 'name': 'literature'}, {'id': 3737, 'name': 'dying and death'}, {'id': 5565, 'name': 'biography'}]"
405,"[{'id': 291, 'name': 'circus'}, {'id': 378, 'name': 'prison'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 1002, 'name': 'authority'}, {'id': 1365, 'name': 'harley davidson'}, {'id': 1647, 'name': 'sadness'}, {'id': 1669, 'name': 'wave'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3758, 'name': 'appearance'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 6059, 'name': 'unsociability'}, {'id': 9457, 'name': 'single'}, {'id': 9748, 'name': 'revenge'}, {'id': 167043, 'name': 'road movie'}]"
408,"[{'id': 351, 'name': 'poison'}, {'id': 616, 'name': 'witch'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1647, 'name': 'sadness'}, {'id': 2011, 'name': 'queen'}, {'id': 2013, 'name': 'attempted murder'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3758, 'name': 'appearance'}, {'id': 7376, 'name': 'princess'}, {'id': 166625, 'name': 'candlelight vigil'}, {'id': 169341, 'name': 'snow white'}]"
414,"[{'id': 483, 'name': 'riddle'}, {'id': 849, 'name': 'dc comics'}, {'id': 3259, 'name': 'rose'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9104, 'name': 'partner'}, {'id': 9715, 'name': 'superhero'}, {'id': 10486, 'name': 'robin'}, {'id': 10525, 'name': 'broken neck'}, {'id': 11268, 'name': 'psychologist'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 33518, 'name': 'district attorney'}, {'id': 33626, 'name': 'millionaire'}, {'id': 33981, 'name': 'falling down stairs'}, {'id': 34156, 'name': 'tied up'}, {'id': 156116, 'name': 'tommy gun'}, {'id': 157166, 'name': 'beretta'}, {'id': 157583, 'name': 'knocked out'}, {'id': 163455, 'name': 'super powers'}, {'id': 170383, 'name': 'disfigurement'}, {'id': 170652, 'name': 'father figure'}]"
415,"[{'id': 848, 'name': 'double life'}, {'id': 849, 'name': 'dc comics'}, {'id': 851, 'name': 'dual identity'}, {'id': 853, 'name': 'crime fighter'}, {'id': 855, 'name': 'fictional place'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9715, 'name': 'superhero'}, {'id': 10452, 'name': 'credit card'}, {'id': 163455, 'name': 'super powers'}]"
442,"[{'id': 108, 'name': 'transvestism'}, {'id': 486, 'name': 'himalaya'}, {'id': 494, 'name': 'father son relationship'}, {'id': 516, 'name': 'child abuse'}, {'id': 532, 'name': 'music record'}, {'id': 567, 'name': 'alcohol'}, {'id': 578, 'name': 'rock and roll'}, {'id': 637, 'name': 'pop'}, {'id': 1158, 'name': 'grandfather grandson relationship'}, {'id': 1192, 'name': 'sweden'}, {'id': 1228, 'name': '1970s'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1988, 'name': 'wodka'}, {'id': 2065, 'name': 'province'}, {'id': 2175, 'name': 'bogey'}, {'id': 2176, 'name': 'music teacher'}, {'id': 2177, 'name': 'sauna'}, {'id': 2178, 'name': 'fab four'}, {'id': 3925, 'name': 'boredom'}, {'id': 6054, 'name': 'friendship'}, {'id': 13027, 'name': 'wedding'}, {'id': 41591, 'name': 'music band'}, {'id': 160910, 'name': 'xenophobia'}, {'id': 163080, 'name': 'finland'}]"
457,"[{'id': 699, 'name': 'love at first sight'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1534, 'name': 'attachment to nature'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2142, 'name': 'anonymity'}, {'id': 2279, 'name': 'bavaria'}, {'id': 2280, 'name': 'emperor'}, {'id': 2281, 'name': 'mistake in person'}, {'id': 2282, 'name': 'love of animals'}, {'id': 2283, 'name': 'ball'}, {'id': 2284, 'name': 'horseback riding'}, {'id': 2285, 'name': 'telegram'}, {'id': 2374, 'name': 'bad mother-in-law'}, {'id': 3713, 'name': 'chase'}, {'id': 5886, 'name': 'schloss schönbrunn'}, {'id': 13027, 'name': 'wedding'}, {'id': 155375, 'name': 'austria-hungary'}, {'id': 233055, 'name': 'vienna'}]"
459,"[{'id': 110, 'name': 'venice'}, {'id': 394, 'name': 'gypsy'}, {'id': 725, 'name': 'lovesickness'}, {'id': 894, 'name': 'depression'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1244, 'name': 'hungary'}, {'id': 1628, 'name': 'nationalism'}, {'id': 2156, 'name': 'homeland'}, {'id': 2279, 'name': 'bavaria'}, {'id': 2280, 'name': 'emperor'}, {'id': 2374, 'name': 'bad mother-in-law'}, {'id': 2704, 'name': 'cough'}, {'id': 2705, 'name': 'madeira'}, {'id': 2706, 'name': 'milan'}, {'id': 2707, 'name': 'korfu'}, {'id': 2711, 'name': 'marcus square'}]"
540,"[{'id': 1862, 'name': 'coming out'}, {'id': 10185, 'name': 'covert operation'}, {'id': 10768, 'name': 'lesbian'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 11524, 'name': 'in the closet'}, {'id': 13000, 'name': 'based on short film'}, {'id': 158718, 'name': 'lgbt'}, {'id': 158747, 'name': 'metrosexual'}, {'id': 158748, 'name': 'subversion'}, {'id': 158750, 'name': 'female agent'}, {'id': 158752, 'name': 'schoolgirl uniform'}, {'id': 158753, 'name': 'punk rocker'}, {'id': 158758, 'name': 'lip synching'}, {'id': 158761, 'name': 'plaid'}, {'id': 158763, 'name': 'thesis'}, {'id': 158764, 'name': 'german girl'}, {'id': 158765, 'name': 'french girl'}, {'id': 187056, 'name': 'woman director'}, {'id': 193285, 'name': 'spy spoof'}]"
543,"[{'id': 770, 'name': 'scotland yard'}, {'id': 1936, 'name': 'blackmail'}, {'id': 4728, 'name': 'knife'}, {'id': 44449, 'name': 'gloves'}]"
544,"[{'id': 3262, 'name': 'surgeon'}, {'id': 6844, 'name': 'stalker'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 11223, 'name': 'dream girl'}, {'id': 15027, 'name': 'taboo'}, {'id': 155457, 'name': 'screwball comedy'}, {'id': 158502, 'name': 'frisbee'}, {'id': 158505, 'name': 'troubadour'}, {'id': 158507, 'name': 'gross out comedy'}, {'id': 194413, 'name': 'intellectual disability'}]"
548,"[{'id': 233, 'name': 'japan'}, {'id': 570, 'name': 'rape'}, {'id': 1462, 'name': 'samurai'}, {'id': 2217, 'name': 'rain'}, {'id': 2720, 'name': 'woodcutter'}, {'id': 2723, 'name': 'medium'}, {'id': 2725, 'name': 'sunlight'}, {'id': 3012, 'name': 'court case'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6148, 'name': 'court'}, {'id': 6256, 'name': 'truth'}, {'id': 15009, 'name': 'criminal'}, {'id': 180635, 'name': 'multiple perspectives'}]"
561,"[{'id': 290, 'name': 'angel'}, {'id': 718, 'name': 'confession'}, {'id': 2626, 'name': 'exorcism'}, {'id': 3648, 'name': 'archangel gabriel'}, {'id': 3649, 'name': 'holy water'}, {'id': 6152, 'name': 'supernatural'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10139, 'name': 'lucifer'}, {'id': 15001, 'name': 'demon'}, {'id': 156174, 'name': 'occult'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
563,"[{'id': 305, 'name': 'moon'}, {'id': 1423, 'name': 'asteroid'}, {'id': 1826, 'name': 'space marine'}, {'id': 2051, 'name': 'intelligence'}, {'id': 2900, 'name': 'buenos aires'}, {'id': 2902, 'name': 'space battle'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6092, 'name': 'army'}, {'id': 8201, 'name': 'satire'}, {'id': 9831, 'name': 'spaceship'}, {'id': 13065, 'name': 'soldier'}, {'id': 161247, 'name': 'drill instructor'}, {'id': 162365, 'name': 'military'}]"
564,"[{'id': 295, 'name': 'library'}, {'id': 352, 'name': 'secret passage'}, {'id': 487, 'name': 'cairo'}, {'id': 1160, 'name': 'egypt'}, {'id': 1499, 'name': 'pastor'}, {'id': 1949, 'name': 'pyramid'}, {'id': 1965, 'name': 'sandstorm'}, {'id': 2642, 'name': 'solar eclipse'}, {'id': 2904, 'name': 'mummy'}, {'id': 2905, 'name': 'foreign legion'}, {'id': 2906, 'name': 'nile'}, {'id': 2908, 'name': 'secret society'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 9714, 'name': 'remake'}, {'id': 157894, 'name': 'ancient egypt'}, {'id': 165301, 'name': 'opposites attract'}, {'id': 207876, 'name': '1920s'}]"
